"エリア番号","エリア","地域番号","地域","番号","名前","カラー区分","ファイル名","フォルダ名"
"02","東北","07","福島","06","喜多方ラーメン","","02_東北_07_福島_06_喜多方ラーメン.jpg","02tohoku"
"02","東北","07","福島","07","蒲生氏郷","","02_東北_07_福島_07_蒲生氏郷.jpg","02tohoku"
"02","東北","07","福島","08","野口英世","","02_東北_07_福島_08_野口英世.jpg","02tohoku"
"02","東北","07","福島","09","大内宿","","02_東北_07_福島_09_大内宿.jpg","02tohoku"
"02","東北","07","福島","10","鶴ヶ城","","02_東北_07_福島_10_鶴ヶ城.jpg","02tohoku"
"02","東北","07","福島","11","ソースカツ丼","","02_東北_07_福島_11_ソースカツ丼.jpg","02tohoku"
"02","東北","07","福島","12","磐梯山","","02_東北_07_福島_12_磐梯山.jpg","02tohoku"
"02","東北","07","福島","13","赤べこ","黒","02_東北_07_福島_13_赤べこ_黒.jpg","02tohoku"
"02","東北","07","福島","14","赤べこ_金","","02_東北_07_福島_14_赤べこ_金.jpg","02tohoku"
"02","東北","07","福島","15","ハワイアン","","02_東北_07_福島_15_ハワイアン.jpg","02tohoku"
"03","関東","01","茨城","01","水戸黄門","","03_関東_01_茨城_01_水戸黄門.jpg","03kanto"
"03","関東","01","茨城","02","水戸納豆","","03_関東_01_茨城_02_水戸納豆.jpg","03kanto"
"03","関東","01","茨城","03","あんこう","","03_関東_01_茨城_03_あんこう.jpg","03kanto"
"03","関東","01","茨城","04","かえる","","03_関東_01_茨城_04_かえる.jpg","03kanto"
"03","関東","01","茨城","05","コキア","","03_関東_01_茨城_05_コキア.jpg","03kanto"
"03","関東","01","茨城","06","ネモフィラ","","03_関東_01_茨城_06_ネモフィラ.jpg","03kanto"
"03","関東","01","茨城","07","メロン","","03_関東_01_茨城_07_メロン.jpg","03kanto"
"03","関東","02","栃木","01","いちご","","03_関東_02_栃木_01_いちご.jpg","03kanto"
"03","関東","02","栃木","02","おさる","","03_関東_02_栃木_02_おさる.jpg","03kanto"
"03","関東","02","栃木","03","スカイベリー","総柄","03_関東_02_栃木_03_スカイベリー_総柄.jpg","03kanto"
"03","関東","02","栃木","04","アルパカ","総柄","03_関東_02_栃木_04_アルパカ_総柄.jpg","03kanto"
"03","関東","02","栃木","05","おさる","総柄","03_関東_02_栃木_05_おさる_総柄.jpg","03kanto"
"03","関東","02","栃木","06","餃子","総柄","03_関東_02_栃木_06_餃子_総柄.jpg","03kanto"
"03","関東","02","栃木","07","餃子","","03_関東_02_栃木_07_餃子.jpg","03kanto"
"03","関東","02","栃木","08","アルパカ","","03_関東_02_栃木_08_アルパカ.jpg","03kanto"
"03","関東","02","栃木","09","いもフライ","","03_関東_02_栃木_09_いもフライ.jpg","03kanto"
"03","関東","02","栃木","10","レモン牛乳","総柄","03_関東_02_栃木_10_レモン牛乳_総柄.jpg","03kanto"
"03","関東","02","栃木","11","イワシカ","吽","03_関東_02_栃木_11_イワシカ_吽.jpg","03kanto"
"03","関東","02","栃木","12","イワシカ","阿","03_関東_02_栃木_12_イワシカ_阿.jpg","03kanto"
"03","関東","02","栃木","13","おさる","","03_関東_02_栃木_13_おさる.jpg","03kanto"
"03","関東","02","栃木","14","スカイベリー","","03_関東_02_栃木_14_スカイベリー.jpg","03kanto"
"03","関東","02","栃木","15","佐野ラーメン","","03_関東_02_栃木_15_佐野ラーメン.jpg","03kanto"
"03","関東","03","あしかがフラワーパーク","01","藤","","03_関東_03_あしかがフラワーパーク_01_藤.jpg","03kanto"
"03","関東","04","群馬","01","だるま","","03_関東_04_群馬_01_だるま.jpg","03kanto"
"03","関東","04","群馬","02","温泉まんじゅう","","03_関東_04_群馬_02_温泉まんじゅう.jpg","03kanto"
"03","関東","04","群馬","03","こんにゃく","","03_関東_04_群馬_03_こんにゃく.jpg","03kanto"
"03","関東","04","群馬","04","だるま","総柄","03_関東_04_群馬_04_だるま_総柄.jpg","03kanto"
"03","関東","04","群馬","05","ぐんまちゃん","総柄","03_関東_04_群馬_05_ぐんまちゃん_総柄.jpg","03kanto"
"03","関東","04","群馬","06","温泉","","03_関東_04_群馬_06_温泉.jpg","03kanto"
"03","関東","04","群馬","07","だるま","","03_関東_04_群馬_07_だるま.jpg","03kanto"
"03","関東","04","群馬","08","草津温泉","","03_関東_04_群馬_08_草津温泉.jpg","03kanto"
"03","関東","05","荻野屋","01","峠の釜めし","","03_関東_05_荻野屋_01_峠の釜めし.jpg","03kanto"
"03","関東","06","埼玉","01","さつまいも","","03_関東_06_埼玉_01_さつまいも.jpg","03kanto"
"03","関東","06","埼玉","02","深谷ねぎ","","03_関東_06_埼玉_02_深谷ねぎ.jpg","03kanto"
"03","関東","06","埼玉","03","草加せんべい","","03_関東_06_埼玉_03_草加せんべい.jpg","03kanto"
"03","関東","06","埼玉","04","夜祭","","03_関東_06_埼玉_04_夜祭.jpg","03kanto"
"03","関東","07","千葉","01","落花生","","03_関東_07_千葉_01_落花生.jpg","03kanto"
"03","関東","07","千葉","02","びわ","","03_関東_07_千葉_02_びわ.jpg","03kanto"
"03","関東","08","東京","01","雷門","","03_関東_08_東京_01_雷門.jpg","03kanto"
"03","関東","08","東京","02","パンダ","","03_関東_08_東京_02_パンダ.jpg","03kanto"
"03","関東","08","東京","03","バナナ","","03_関東_08_東京_03_バナナ.jpg","03kanto"
"03","関東","08","東京","04","バナナ","総柄","03_関東_08_東京_04_バナナ_総柄.jpg","03kanto"
"03","関東","08","東京","05","東京タワー","総柄","03_関東_08_東京_05_東京タワー_総柄.jpg","03kanto"
"03","関東","08","東京","06","パンダ","総柄","03_関東_08_東京_06_パンダ_総柄.jpg","03kanto"
"03","関東","08","東京","07","レインボーブリッジ","","03_関東_08_東京_07_レインボーブリッジ.jpg","03kanto"
"03","関東","08","東京","08","ハチ","","03_関東_08_東京_08_ハチ.jpg","03kanto"
"03","関東","08","東京","09","お相撲","","03_関東_08_東京_09_お相撲.jpg","03kanto"
"03","関東","08","東京","10","東京","羽田空港2","03_関東_08_東京_10_東京_羽田空港2.jpg","03kanto"
"03","関東","08","東京","11","東京","羽田空港1","03_関東_08_東京_11_東京_羽田空港1.jpg","03kanto"
"03","関東","09","よみうりランド","01","よみうりランド","","03_関東_09_よみうりランド_01_よみうりランド.jpg","03kanto"
"03","関東","10","横浜","01","中華街","","03_関東_10_横浜_01_中華街.jpg","03kanto"
"03","関東","10","横浜","02","よこはま","","03_関東_10_横浜_02_よこはま.jpg","03kanto"
"03","関東","10","横浜","03","みなとみらい","","03_関東_10_横浜_03_みなとみらい.jpg","03kanto"
"03","関東","10","横浜","04","よこはま","総柄","03_関東_10_横浜_04_よこはま_総柄.jpg","03kanto"
"03","関東","10","横浜","05","パンダ","総柄","03_関東_10_横浜_05_パンダ_総柄.jpg","03kanto"
"03","関東","10","横浜","06","赤い靴","","03_関東_10_横浜_06_赤い靴.jpg","03kanto"
"03","関東","10","横浜","07","金の豚","","03_関東_10_横浜_07_金の豚.jpg","03kanto"
"03","関東","10","横浜","08","パンダ","","03_関東_10_横浜_08_パンダ.jpg","03kanto"
"03","関東","10","横浜","09","横浜DeNAベイスターズ","ブルー","03_関東_10_横浜_09_横浜DeNAベイスターズ_ブルー.jpg","03kanto"
"03","関東","10","横浜","10","横浜DeNAベイスターズ","ホワイト","03_関東_10_横浜_10_横浜DeNAベイスターズ_ホワイト.jpg","03kanto"
"03","関東","11","湘南","01","しらす","","03_関東_11_湘南_01_しらす.jpg","03kanto"
"03","関東","11","湘南","02","サーフィン","","03_関東_11_湘南_02_サーフィン.jpg","03kanto"
"03","関東","12","鎌倉","01","あじさい","","03_関東_12_鎌倉_01_あじさい.jpg","03kanto"
"03","関東","12","鎌倉","02","大仏","","03_関東_12_鎌倉_02_大仏.jpg","03kanto"
"03","関東","13","江ノ島","01","灯台","","03_関東_13_江ノ島_01_灯台.jpg","03kanto"
"03","関東","14","伊豆・箱根","01","温泉たまご","","03_関東_14_伊豆・箱根_01_温泉たまご.jpg","03kanto"
"03","関東","14","伊豆・箱根","02","温泉まんじゅう","総柄","03_関東_14_伊豆・箱根_02_温泉まんじゅう_総柄.jpg","03kanto"
"03","関東","14","伊豆・箱根","03","温泉まんじゅう","","03_関東_14_伊豆・箱根_03_温泉まんじゅう.jpg","03kanto"
"03","関東","15","伊豆","01","踊子","","03_関東_15_伊豆_01_踊子.jpg","03kanto"
"03","関東","16","箱根","01","黒たまご","","03_関東_16_箱根_01_黒たまご.jpg","03kanto"
"03","関東","16","箱根","02","温泉まんじゅう","","03_関東_16_箱根_02_温泉まんじゅう.jpg","03kanto"
"03","関東","16","箱根","03","寄木細工","","03_関東_16_箱根_03_寄木細工.jpg","03kanto"
"03","関東","17","神奈川","01","江ノ電","","03_関東_17_神奈川_01_江ノ電.jpg","03kanto"
"03","関東","17","神奈川","02","かまぼこ","","03_関東_17_神奈川_02_かまぼこ.jpg","03kanto"
"03","関東","17","神奈川","03","小田原城","","03_関東_17_神奈川_03_小田原城.jpg","03kanto"
"03","関東","18","海老名","01","えび〜にゃ","総柄","03_関東_18_海老名_01_えび〜にゃ_総柄.jpg","03kanto"
"04","中部","01","新潟","01","笹団子","","04_中部_01_新潟_01_笹団子.jpg","04chubu"
"04","中部","01","新潟","02","トキ","","04_中部_01_新潟_02_トキ.jpg","04chubu"
"04","中部","01","新潟","03","柿の種","","04_中部_01_新潟_03_柿の種.jpg","04chubu"
"04","中部","01","新潟","04","お米","総柄","04_中部_01_新潟_04_お米_総柄.jpg","04chubu"
"04","中部","01","新潟","05","トキ","総柄","04_中部_01_新潟_05_トキ_総柄.jpg","04chubu"
"04","中部","01","新潟","06","日本酒","","04_中部_01_新潟_06_日本酒.jpg","04chubu"
"04","中部","01","新潟","07","たらい舟","","04_中部_01_新潟_07_たらい舟.jpg","04chubu"
"04","中部","01","新潟","08","お米","","04_中部_01_新潟_08_お米.jpg","04chubu"
"04","中部","02","富山","01","ホタルイカ","","04_中部_02_富山_01_ホタルイカ.jpg","04chubu"
"04","中部","02","富山","02","白エビ","","04_中部_02_富山_02_白エビ.jpg","04chubu"
"04","中部","02","富山","03","富山ブラック","","04_中部_02_富山_03_富山ブラック.jpg","04chubu"
"04","中部","02","富山","04","ホタルイカ","総柄","04_中部_02_富山_04_ホタルイカ_総柄.jpg","04chubu"
"04","中部","02","富山","05","薬売り","","04_中部_02_富山_05_薬売り.jpg","04chubu"
"04","中部","03","石川","01","温泉","","04_中部_03_石川_01_温泉.jpg","04chubu"
"04","中部","03","石川","02","金箔","","04_中部_03_石川_02_金箔.jpg","04chubu"
"04","中部","03","石川","03","金沢カレー","","04_中部_03_石川_03_金沢カレー.jpg","04chubu"
"04","中部","04","北陸","01","カニ","総柄","04_中部_04_北陸_01_カニ_総柄.jpg","04chubu"
"04","中部","05","福井","01","ぬいぐるみ恐竜","","04_中部_05_福井_01_ぬいぐるみ恐竜.jpg","04chubu"
"04","中部","05","福井","02","ぬいぐるみカニ","","04_中部_05_福井_02_ぬいぐるみカニ.jpg","04chubu"
"04","中部","05","福井","03","メガネ","","04_中部_05_福井_03_メガネ.jpg","04chubu"
"04","中部","06","山梨","01","ぶどう","","04_中部_06_山梨_01_ぶどう.jpg","04chubu"
"04","中部","06","山梨","02","桃","","04_中部_06_山梨_02_桃.jpg","04chubu"
"04","中部","06","山梨","03","シャインマスカット","","04_中部_06_山梨_03_シャインマスカット.jpg","04chubu"
"04","中部","06","山梨","04","ほうとう","","04_中部_06_山梨_04_ほうとう.jpg","04chubu"
"04","中部","06","山梨","05","武田信玄","","04_中部_06_山梨_05_武田信玄.jpg","04chubu"
"04","中部","06","山梨","06","ワイン","","04_中部_06_山梨_06_ワイン.jpg","04chubu"
"04","中部","07","信州","01","りんご","","04_中部_07_信州_01_りんご.jpg","04chubu"
"04","中部","07","信州","02","おこじょ","","04_中部_07_信州_02_おこじょ.jpg","04chubu"
"04","中部","07","信州","03","わさび","","04_中部_07_信州_03_わさび.jpg","04chubu"
"04","中部","07","信州","04","真田幸村","","04_中部_07_信州_04_真田幸村.jpg","04chubu"
"04","中部","07","信州","05","リンゴ総柄","","04_中部_07_信州_05_リンゴ総柄.jpg","04chubu"
"04","中部","07","信州","06","わさび","総柄","04_中部_07_信州_06_わさび_総柄.jpg","04chubu"
"04","中部","07","信州","07","リンゴ2","総柄","04_中部_07_信州_07_リンゴ2_総柄.jpg","04chubu"
"04","中部","07","信州","08","わさび2","総柄","04_中部_07_信州_08_わさび2_総柄.jpg","04chubu"
"04","中部","07","信州","09","りんご","L","04_中部_07_信州_09_りんご_L.jpg","04chubu"
"04","中部","07","信州","10","りんご","","04_中部_07_信州_10_りんご.jpg","04chubu"
"04","中部","07","信州","11","わさび","","04_中部_07_信州_11_わさび.jpg","04chubu"
"04","中部","07","信州","12","松本城","","04_中部_07_信州_12_松本城.jpg","04chubu"
"04","中部","07","信州","13","アルクマ","総柄","04_中部_07_信州_13_アルクマ_総柄.jpg","04chubu"
"04","中部","07","信州","14","信州の牛","","04_中部_07_信州_14_信州の牛.jpg","04chubu"
"04","中部","07","信州","15","漆塗り","","04_中部_07_信州_15_漆塗り.jpg","04chubu"
"04","中部","07","信州","16","そば","","04_中部_07_信州_16_そば.jpg","04chubu"
"04","中部","07","信州","17","かっぱ","","04_中部_07_信州_17_かっぱ.jpg","04chubu"
"04","中部","07","信州","18","山賊焼き","","04_中部_07_信州_18_山賊焼き.jpg","04chubu"
"04","中部","07","信州","19","おやき","","04_中部_07_信州_19_おやき.jpg","04chubu"
"04","中部","08","軽井沢","01","麦わら帽子","","04_中部_08_軽井沢_01_麦わら帽子.jpg","04chubu"
"04","中部","09","諏訪湖","01","花火","","04_中部_09_諏訪湖_01_花火.jpg","04chubu"
"04","中部","10","善光寺","01","善光寺","","04_中部_10_善光寺_01_善光寺.jpg","04chubu"
"04","中部","11","飛騨","01","さるぼぼ","","04_中部_11_飛騨_01_さるぼぼ.jpg","04chubu"
"04","中部","11","飛騨","02","飛騨牛","","04_中部_11_飛騨_02_飛騨牛.jpg","04chubu"
"04","中部","11","飛騨","03","さるぼぼ","青","04_中部_11_飛騨_03_さるぼぼ_青.jpg","04chubu"
"04","中部","11","飛騨","04","さるぼぼ","黄","04_中部_11_飛騨_04_さるぼぼ_黄.jpg","04chubu"
"04","中部","11","飛騨","05","合掌","来夢","04_中部_11_飛騨_05_合掌_来夢.jpg","04chubu"
"04","中部","11","飛騨","06","合掌","ブラウン","04_中部_11_飛騨_06_合掌_ブラウン.jpg","04chubu"
"04","中部","11","飛騨","07","さるぼぼ","総柄","04_中部_11_飛騨_07_さるぼぼ_総柄.jpg","04chubu"
"04","中部","11","飛騨","08","合掌","総柄","04_中部_11_飛騨_08_合掌_総柄.jpg","04chubu"
"04","中部","11","飛騨","09","みだらし団子","総柄","04_中部_11_飛騨_09_みだらし団子_総柄.jpg","04chubu"
"04","中部","11","飛騨","10","白川郷","グレー","04_中部_11_飛騨_10_白川郷_グレー.jpg","04chubu"
"04","中部","11","飛騨","11","白川郷","ホワイト","04_中部_11_飛騨_11_白川郷_ホワイト.jpg","04chubu"
"04","中部","12","下呂温泉","01","カエル","","04_中部_12_下呂温泉_01_カエル.jpg","04chubu"
"04","中部","13","静岡","01","わさび","","04_中部_13_静岡_01_わさび.jpg","04chubu"
"04","中部","13","静岡","02","桜エビ","","04_中部_13_静岡_02_桜エビ.jpg","04chubu"
"04","中部","13","静岡","03","うなぎ","","04_中部_13_静岡_03_うなぎ.jpg","04chubu"
"04","中部","13","静岡","04","イチゴ","総柄","04_中部_13_静岡_04_イチゴ_総柄.jpg","04chubu"
"04","中部","13","静岡","05","みかん","総柄","04_中部_13_静岡_05_みかん_総柄.jpg","04chubu"
"04","中部","13","静岡","06","お茶","総柄","04_中部_13_静岡_06_お茶_総柄.jpg","04chubu"
"04","中部","13","静岡","07","黒船","","04_中部_13_静岡_07_黒船.jpg","04chubu"
"04","中部","13","静岡","08","金目鯛","","04_中部_13_静岡_08_金目鯛.jpg","04chubu"
"04","中部","13","静岡","09","お茶","","04_中部_13_静岡_09_お茶.jpg","04chubu"
"04","中部","13","静岡","10","みかん","","04_中部_13_静岡_10_みかん.jpg","04chubu"
"04","中部","13","静岡","11","イチゴ","","04_中部_13_静岡_11_イチゴ.jpg","04chubu"
"04","中部","13","静岡","12","おでん","","04_中部_13_静岡_12_おでん.jpg","04chubu"
"04","中部","13","静岡","13","徳川家康","","04_中部_13_静岡_13_徳川家康.jpg","04chubu"
"04","中部","13","静岡","14","茶娘","","04_中部_13_静岡_14_茶娘.jpg","04chubu"
"04","中部","13","静岡","15","うなぎ","ピンク","04_中部_13_静岡_15_うなぎ_ピンク.jpg","04chubu"
"04","中部","13","静岡","16","浜松餃子","","04_中部_13_静岡_16_浜松餃子.jpg","04chubu"
"04","中部","13","静岡","17","金太郎","","04_中部_13_静岡_17_金太郎.jpg","04chubu"
"04","中部","13","静岡","18","かつお","","04_中部_13_静岡_18_かつお.jpg","04chubu"
"04","中部","13","静岡","19","清水次郎長","","04_中部_13_静岡_19_清水次郎長.jpg","04chubu"
"04","中部","13","静岡","20","しらす","","04_中部_13_静岡_20_しらす.jpg","04chubu"
"04","中部","14","熱海","01","あつお","総柄","04_中部_14_熱海_01_あつお_総柄.jpg","04chubu"
"04","中部","14","熱海","02","花火","","04_中部_14_熱海_02_花火.jpg","04chubu"
"04","中部","15","沼津","01","干物","","04_中部_15_沼津_01_干物.jpg","04chubu"
"04","中部","15","沼津","02","干物","総柄","04_中部_15_沼津_02_干物_総柄.jpg","04chubu"
"04","中部","15","沼津","03","深海魚","","04_中部_15_沼津_03_深海魚.jpg","04chubu"
"04","中部","15","沼津","04","十里木温泉","","04_中部_15_沼津_04_十里木温泉.jpg","04chubu"
"04","中部","15","沼津","05","タカアシガニ","総柄","04_中部_15_沼津_05_タカアシガニ_総柄.jpg","04chubu"
"04","中部","15","沼津","06","メンダコ","総柄","04_中部_15_沼津_06_メンダコ_総柄.jpg","04chubu"
"04","中部","16","富士山","01","富士山","","04_中部_16_富士山_01_富士山.jpg","04chubu"
"04","中部","16","富士山","02","富士山","ピンク2","04_中部_16_富士山_02_富士山_ピンク2.jpg","04chubu"
"04","中部","16","富士山","03","富士山","ピンク","04_中部_16_富士山_03_富士山_ピンク.jpg","04chubu"
"04","中部","16","富士山","04","富士山","総柄","04_中部_16_富士山_04_富士山_総柄.jpg","04chubu"
